station_id,StationName,ntd_mode,agency,line_name,facility_type,Year built,Square Feet,Latitude,Longitude,full_address,City,State,County,Zip_Code,Inner_MaxHeight,Inner_MinHeight,Inner_AvgHeight,Inner_BuildingsWithHeight,Inner_TotalBuildings,Inner_TotalFootprint,Inner_AvgFootprint,Middle_MaxHeight,Middle_MinHeight,Middle_AvgHeight,Middle_BuildingsWithHeight,Middle_TotalBuildings,Middle_TotalFootprint,Middle_AvgFootprint,Outer_MaxHeight,Outer_MinHeight,Outer_AvgHeight,Outer_BuildingsWithHeight,Outer_TotalBuildings,Outer_TotalFootprint,Outer_AvgFootprint,HasStepDown_Inner_Middle,HasStepDown_Middle_Outer,ConsistentStepDown
1263,FIGUEROA / 7TH STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.049473,-118.259604,"660 S Figueroa St # 1500, Los Angeles, CA 90017, USA",Los Angeles,CA,Los Angeles County,90017,73,1,21.3,23,34,57423.01,1688.91,64,2,23.36,25,73,140684.17,1927.18,73,1,13.52,124,365,603033.7,1652.15,TRUE,FALSE,FALSE
1264,FIGUEROA / OLYMPIC STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.045131,-118.263651,"956 S Figueroa St, Los Angeles, CA 90015, USA",Los Angeles,CA,Los Angeles County,90015,39,1,11.5,18,26,42314.15,1627.47,49,4,19.3,23,74,185072.72,2500.98,73,1,15.73,92,430,706058.5,1642,FALSE,FALSE,FALSE
1265,FIGUEROA / PICO STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.040803,-118.267717,"Figueroa St at Pico Bl, Los Angeles, CA 90015, USA",Los Angeles,CA,Los Angeles County,90015,42,7,24.5,2,18,24907.34,1383.74,49,40,43,3,76,272729.41,3588.54,39,1,10.09,46,610,513171.41,841.26,FALSE,TRUE,FALSE
1266,FIGUEROA / VICTORIA STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,33.86323,-118.281379,"441 E Victoria St, Gardena, CA 90248, USA",Gardena,CA,Los Angeles County,90248,,,,0,14,22157.67,1582.69,2,1,1.5,2,61,72659.91,1191.15,,,,0,441,294441.53,667.67,FALSE,FALSE,FALSE
1267,FIGUEROA / WASHINGTON STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.034572,-118.27174,"1848 S Figueroa St, Los Angeles, CA 90015, USA",Los Angeles,CA,Los Angeles County,90015,,,,0,34,49275.63,1449.28,2,2,2,1,94,84625.49,900.27,42,1,13.17,6,727,547687.81,753.35,FALSE,FALSE,FALSE
1268,FILLMORE STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,At-Grade Fixed Guideway Station,2003,17340,34.133521,-118.148126,"Fillmore, Pasadena, CA 91105, USA",Pasadena,CA,Los Angeles County,91105,,,,0,54,31977.91,592.18,5,1,2.2,5,229,112643.28,491.89,10,1,3.19,16,1212,445373.1,367.47,FALSE,FALSE,FALSE
1269,FIRESTONE STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,Elevated Fixed Guideway Station,1990,26000,33.959611,-118.243205,"Firestone, Florence-Graham, CA 90001, USA",Florence-Graham,CA,Los Angeles County,90001,,,,0,173,27326.24,157.96,,,,0,757,100341.07,132.55,,,,0,2933,401205.96,136.79,FALSE,FALSE,FALSE
1270,FLORENCE STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,At-Grade Fixed Guideway Station,1990,15700,33.97374,-118.243271,"Florence, 7225 Graham Ave, Los Angeles, CA 90001, USA",Los Angeles,CA,Los Angeles County,90001,,,,0,168,29391.7,174.95,,,,0,651,101803.02,156.38,2,1,1.5,2,3049,500276.06,164.08,FALSE,FALSE,FALSE
1271,FLOWER / 23RD STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.030324,-118.273023,"Lattc / Ortho Institute Station, Los Angeles, CA 90007, USA",Los Angeles,CA,Los Angeles County,90007,,,,0,22,22762.77,1034.67,2,2,2,1,106,99519.13,938.86,13,1,5,9,856,469682.71,548.69,FALSE,FALSE,FALSE
1272,FLOWER / 7TH STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.048546,-118.259061,"Flower / 7th, Los Angeles, CA 90017, USA",Los Angeles,CA,Los Angeles County,90017,73,1,16.71,21,36,66587.58,1849.65,64,2,24.97,29,79,144715.28,1831.84,73,1,13.59,140,375,617864.41,1647.64,TRUE,FALSE,FALSE
1273,FLOWER / ADAMS-NORTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.028542,-118.274645,"Flower / Adams, Los Angeles, CA 90007, USA",Los Angeles,CA,Los Angeles County,90007,,,,0,18,13543.96,752.44,,,,0,100,109495.54,1094.96,11,1,3.64,14,919,488658.02,531.73,FALSE,FALSE,FALSE
1274,FLOWER / ADAMS-SOUTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.027429,-118.27509,"500 W Adams Blvd, Los Angeles, CA 90019, USA",Los Angeles,CA,Los Angeles County,90019,,,,0,15,19734,1315.6,3,3,3,1,124,99115.93,799.32,7,2,3.27,11,852,501682.7,588.83,FALSE,FALSE,FALSE
1275,FLOWER / OLYMPIC STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.044218,-118.26308,"999 Flower St, Los Angeles, CA 90015, USA",Los Angeles,CA,Los Angeles County,90015,28,1,9.69,16,24,50414.9,2100.62,49,1,17.24,25,85,175731.07,2067.42,73,1,15.39,99,417,732896.01,1757.54,FALSE,FALSE,FALSE
1276,FLOWER / PICO STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.039881,-118.267103,"1309 1/2 Flower St, Los Angeles, CA 90015, USA",Los Angeles,CA,Los Angeles County,90015,42,7,24.5,2,45,50150.01,1114.44,40,5,20.2,5,76,274699.74,3614.47,49,1,10.93,40,504,499924.6,991.91,TRUE,FALSE,FALSE
1277,FLOWER / WASHINGTON STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.03364,-118.271067,"Flower / Washington, Los Angeles, CA 90007, USA",Los Angeles,CA,Los Angeles County,90007,,,,0,36,46595.22,1294.31,2,2,2,1,83,103727.8,1249.73,13,1,7.5,4,665,585675.6,880.72,FALSE,FALSE,FALSE
1278,GRAND / 3RD STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.052881,-118.251572,"Grand / 3rd, Los Angeles, CA 90071, USA",Los Angeles,CA,Los Angeles County,90071,55,2,27.67,12,28,61872.13,2209.72,73,1,10.24,38,63,107515.91,1706.6,62,1,10.94,109,332,543158.95,1636.02,FALSE,TRUE,FALSE
1279,GRAND / 5TH STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,34.05007,-118.254268,"626 W 5th St, Los Angeles, CA 90071, USA",Los Angeles,CA,Los Angeles County,90071,73,1,22.75,12,24,54984.53,2291.02,62,1,18.79,33,103,151173.9,1467.71,73,1,10.77,182,394,624554.16,1585.16,TRUE,FALSE,FALSE
1280,GRAND / LATTC STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,At-Grade Fixed Guideway Station,1990,18750,34.033155,-118.269333,"Grand / LATTC, Los Angeles, CA 90015, USA",Los Angeles,CA,Los Angeles County,90015,,,,0,29,41534.51,1432.22,13,2,8.67,3,74,108021.39,1459.75,5,1,3,2,690,608186.77,881.43,FALSE,TRUE,FALSE
1281,GRAND AVE ARTS / BUNKER HILL STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),"Metro A Line, Metro E Line ",Underground Fixed Guideway Station,2023,164700,34.05472448,-118.2515307,"Grand Ave Arts / Bunker Hill Station, Los Angeles, CA 90071, USA",Los Angeles,CA,Los Angeles County,90071,54,3,22,4,20,32736.68,1636.83,55,1,18.85,20,48,112072.8,2334.85,73,1,11.21,101,273,451293.13,1653.09,FALSE,FALSE,FALSE
1282,HARBOR BEACON PARK AND RIDE-NORTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,33.746895,-118.280473,"437 N Beacon St, San Pedro, CA 90731, USA",San Pedro,CA,Los Angeles County,90731,,,,0,91,17499.38,192.3,,,,0,257,60258.98,234.47,5,1,3,2,736,174116.61,236.57,FALSE,FALSE,FALSE
1283,HARBOR BEACON PARK AND RIDE-SOUTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Street Stop,2009,,33.745739,-118.280318,"332 N Beacon St, San Pedro, CA 90731, USA",San Pedro,CA,Los Angeles County,90731,,,,0,77,18168.54,235.96,,,,0,294,80713.94,274.54,6,1,4,3,718,178113.22,248.07,FALSE,FALSE,FALSE
1284,HARBOR FREEWAY STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro C Line ,Elevated Fixed Guideway Station,1995,44800,33.928714,-118.2811,"Harbor/Century Transitway Station (Southbound), Los Angeles, CA 90061, USA",Los Angeles,CA,Los Angeles County,90061,,,,0,3,497.15,165.72,,,,0,267,36016.34,134.89,,,,0,2575,307336.99,119.35,FALSE,FALSE,FALSE
1285,HARBOR FWY / CARSON STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.831921,-118.287188,"Harbor Fwy / Carson, Carson, CA 90745, USA",Carson,CA,Los Angeles County,90745,,,,0,99,21342.37,215.58,,,,0,517,96827.36,187.29,1,1,1,1,1788,433765.43,242.6,FALSE,FALSE,FALSE
1286,HARBOR FWY / CARSON STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.831269,-118.287584,"Harbor Fwy / Carson, West Carson, CA 90502, USA",West Carson,CA,Los Angeles County,90502,,,,0,100,24032.53,240.33,,,,0,462,86503.15,187.24,1,1,1,1,1821,413712.47,227.19,FALSE,FALSE,FALSE
1287,HARBOR FWY / PACIFIC COAST HIGHWAY-NORTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.790656,-118.281893,"Harbor Fwy / Pacific Coast Hwy, Los Angeles, CA 90744, USA",Los Angeles,CA,Los Angeles County,90744,1,1,1,1,47,14874.55,316.48,,,,0,347,76600.8,220.75,2,2,2,2,1952,271352.18,139.01,FALSE,FALSE,FALSE
1288,HARBOR FWY / PACIFIC COAST HIGHWAY-SOUTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.790367,-118.282191,"Harbor Fwy / Pacific Coast Highway, Los Angeles, CA 90744, USA",Los Angeles,CA,Los Angeles County,90744,1,1,1,1,31,8236.45,265.69,,,,0,342,82008.41,239.79,2,2,2,2,1850,266654.67,144.14,FALSE,FALSE,FALSE
1289,HARBOR GATEWAY TRANSIT CENTER STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.869338,-118.287306,"731 W 182nd St, Gardena, CA 90248, USA",Gardena,CA,Los Angeles County,90248,,,,0,11,16366.73,1487.88,,,,0,64,27266.08,426.03,2,1,1.2,5,773,307843.24,398.24,FALSE,FALSE,FALSE
1290,HARBOR TRANSITWAY / 37TH ST / USC-NORTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,34.017657,-118.279922,"37th St Transitway Station (Northbound), Los Angeles, CA 90007, USA",Los Angeles,CA,Los Angeles County,90007,,,,0,27,22866.3,846.9,8,2,4,8,107,123023.1,1149.75,8,1,3.4,30,698,459363.85,658.11,FALSE,FALSE,FALSE
1291,HARBOR TRANSITWAY / 37TH ST / USC-SOUTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,34.017818,-118.280305,"37th St Transitway Station (Southbound), Los Angeles, CA 90089, USA",Los Angeles,CA,Los Angeles County,90089,,,,0,22,21554.2,979.74,8,2,3.9,10,98,120786.3,1232.51,8,1,3.45,33,637,443049.46,695.53,FALSE,FALSE,FALSE
1292,HARBOR TRANSITWAY / HARBOR FWY STATION-NORTHBOUND,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.928732,-118.280709,"Harbor Transitway / Harbor Fwy Station, Los Angeles, CA 90061, USA",Los Angeles,CA,Los Angeles County,90061,,,,0,3,497.15,165.72,,,,0,270,36280.34,134.37,,,,0,2550,306405.4,120.16,FALSE,FALSE,FALSE
1293,HARBOR TRANSITWAY / HARBOR FWY STATION-SOUTHBOUND,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.928729,-118.280821,"Harbor Transitway / Harbor Fwy Station, Los Angeles, CA 90061, USA",Los Angeles,CA,Los Angeles County,90061,,,,0,3,497.15,165.72,,,,0,266,36192.75,136.06,,,,0,2561,306233.19,119.58,FALSE,FALSE,FALSE
1294,HARBOR TRANSITWAY / MANCHESTER-NORTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.959799,-118.280559,"Harbor Transitway at Manchester Bl, Los Angeles, CA 90003, USA",Los Angeles,CA,Los Angeles County,90003,,,,0,42,12205.47,290.61,,,,0,561,82594.91,147.23,,,,0,3140,391387.34,124.65,FALSE,FALSE,FALSE
1295,HARBOR TRANSITWAY / MANCHESTER-SOUTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.959639,-118.281034,"Harbor Transitway at Manchester Bl, Los Angeles, CA 90003, USA",Los Angeles,CA,Los Angeles County,90003,,,,0,46,10767.26,234.07,,,,0,556,84316.75,151.65,,,,0,3128,395080.18,126.3,FALSE,FALSE,FALSE
1296,HARBOR TRANSITWAY / ROSECRANS-NORTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.901754,-118.286406,"Rosecrans / Harbor Fwy, Los Angeles, CA 90248, USA",Los Angeles,CA,Los Angeles County,90248,,,,0,87,16056.61,184.56,,,,0,532,80937.08,152.14,1,1,1,1,1370,426586.98,311.38,FALSE,FALSE,FALSE
1297,HARBOR TRANSITWAY / ROSECRANS-SOUTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.902028,-118.286828,"Harbor Transitway / Rosecrans, Los Angeles, CA 90247, USA",Los Angeles,CA,Los Angeles County,90247,,,,0,121,18510.76,152.98,,,,0,508,78352.45,154.24,1,1,1,1,1484,411384.05,277.21,FALSE,FALSE,FALSE
1298,HARBOR TRANSITWAY / SLAUSON-NORTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.988691,-118.280198,"Harbor Transitway / Slauson, Los Angeles, CA 90003, USA",Los Angeles,CA,Los Angeles County,90003,,,,0,123,19716.68,160.3,,,,0,685,95336.83,139.18,,,,0,3270,443870.37,135.74,FALSE,FALSE,FALSE
1299,HARBOR TRANSITWAY / SLAUSON-SOUTHBOUND STATION,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,33.988866,-118.280733,"Harbor Transitway / Slauson, Los Angeles, CA 90003, USA",Los Angeles,CA,Los Angeles County,90003,,,,0,124,17159.35,138.38,,,,0,683,95215.21,139.41,,,,0,3240,462278.09,142.68,FALSE,FALSE,FALSE
1300,HAWTHORNE / LENNOX STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro C Line ,At-Grade Fixed Guideway Station,1995,37200,33.933408,-118.351602,"Hawthorne / Lennox, Hawthorne, CA 90304, USA",Hawthorne,CA,Los Angeles County,90304,,,,0,37,11171.16,301.92,4,2,3,2,506,86002.19,169.96,,,,0,2635,413395.95,156.89,FALSE,FALSE,FALSE
1301,HERITAGE SQUARE / ARROYO STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,At-Grade Fixed Guideway Station,2003,21050,34.087227,-118.213213,"3545 Pasadena Ave, Los Angeles, CA 90065, USA",Los Angeles,CA,Los Angeles County,90065,1,1,1,1,164,24626.75,150.16,,,,0,559,84085.36,150.42,,,,0,1954,298736.26,152.88,FALSE,FALSE,FALSE
1302,HIGHLAND PARK STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,At-Grade Fixed Guideway Station,2003,30200,34.111179,-118.192606,"151 N Ave 57, Los Angeles, CA 90042, USA",Los Angeles,CA,Los Angeles County,90042,,,,0,185,33739.33,182.37,,,,0,586,105230.14,179.57,3,2,2.83,6,2632,367185.93,139.51,FALSE,FALSE,FALSE
1303,HISTORIC BROADWAY STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),"Metro A Line, Metro E Line ",Underground Fixed Guideway Station,2023,99600,34.05215607,-118.2463211,"221 W 2nd St, Los Angeles, CA 90012, USA",Los Angeles,CA,Los Angeles County,90012,13,1,6.41,17,22,50313.32,2286.97,21,1,6.27,41,73,109859.5,1504.92,73,1,15,58,412,547128.11,1327.98,FALSE,FALSE,FALSE
1304,HOLLYWOOD / HIGHLAND STATION,Heavy Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro B Line ,Underground Fixed Guideway Station,2000,110000,34.101547,-118.338549,"6780 Hollywood Blvd, Los Angeles, CA 90028, USA",Los Angeles,CA,Los Angeles County,90028,13,1,5.1,10,43,39049.81,908.14,22,1,3.56,41,167,116870.83,699.83,13,1,3.27,93,1496,483393.96,323.12,FALSE,TRUE,FALSE
1305,HOLLYWOOD / VINE STATION,Heavy Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro B Line ,Underground Fixed Guideway Station,1999,110000,34.10163,-118.32518,"Celia Cruz Square, Hollywood Blvd &, Argyle Ave, Los Angeles, CA 90028, USA",Los Angeles,CA,Los Angeles County,90028,18,6,10.14,7,31,33577.34,1083.14,21,6,10.33,9,169,122644.16,725.71,23,1,4.03,79,1188,528864.92,445.17,FALSE,FALSE,FALSE
1306,HOLLYWOOD / WESTERN STATION,Heavy Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro B Line ,Underground Fixed Guideway Station,1999,110000,34.101737,-118.308117,"5416 Hollywood Blvd, Los Angeles, CA 90027, USA",Los Angeles,CA,Los Angeles County,90027,6,2,3.8,5,74,32104.18,433.84,7,1,2.88,8,368,131618.16,357.66,6,1,2.09,11,1602,422860.67,263.96,FALSE,TRUE,FALSE
1307,HYDE PARK STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro K Line ,At-Grade Fixed Guideway Station,2022,6300,33.98818653,-118.3308158,"Hyde Park, Los Angeles, CA 90043, USA",Los Angeles,CA,Los Angeles County,90043,,,,0,155,30004.09,193.57,,,,0,690,92322.94,133.8,1,1,1,1,3517,435273.65,123.76,FALSE,FALSE,FALSE
1308,INDIANA STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro E Line ,At-Grade Fixed Guideway Station,2009,53000,34.0343,-118.192182,"Indiana, 210 S Indiana St, Los Angeles, CA 90063, USA",Los Angeles,CA,Los Angeles County,90063,,,,0,213,30162.4,141.61,,,,0,670,96064.09,143.38,,,,0,2860,394925.4,138.09,FALSE,FALSE,FALSE
1309,IRWINDALE STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,At-Grade Fixed Guideway Station,2016,24000,34.129048,-117.932506,"Irwindale, Irwindale, CA 91702, USA",Irwindale,CA,Los Angeles County,91702,,,,0,8,15961,1995.13,,,,0,20,54063.64,2703.18,,,,0,103,250697.31,2433.95,FALSE,FALSE,FALSE
1310,JEFFERSON / USC STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro E Line ,At-Grade Fixed Guideway Station,2012,20800,34.022123,-118.278118,"3214 Flower St, Los Angeles, CA 90007, USA",Los Angeles,CA,Los Angeles County,90007,,,,0,15,17319.58,1154.64,7,1,4,5,125,128922.36,1031.38,8,1,3.19,42,613,486471.93,793.59,FALSE,FALSE,FALSE
1311,LA CIENEGA / JEFFERSON STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro E Line ,Elevated Fixed Guideway Station,2012,35000,34.026355,-118.37212,"La Cienega/Jefferson, Los Angeles, CA 90016, USA",Los Angeles,CA,Los Angeles County,90016,4,4,4,1,57,31992.4,561.27,31,16,23.5,2,294,124361.39,423,2,2,2,1,1931,430541.32,222.96,FALSE,TRUE,FALSE
1312,LA GENERAL MEDICAL CENTER STATION-NORTHBOUND,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,34.055644,-118.21099,"La General Medical Ctr Station, Los Angeles, CA 90033, USA",Los Angeles,CA,Los Angeles County,90033,,,,0,56,16276.25,290.65,,,,0,342,65988.52,192.95,5,5,5,1,1379,316906.92,229.81,FALSE,FALSE,FALSE
1313,LA GENERAL MEDICAL CENTER STATION-SOUTHBOUND,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro J Line,Exclusive Platform Station,2009,,34.055671,-118.21097,"La General Medical Ctr Station, Los Angeles, CA 90033, USA",Los Angeles,CA,Los Angeles County,90033,,,,0,59,16994.31,288.04,,,,0,341,65477.9,192.02,5,5,5,1,1377,316712.97,230,FALSE,FALSE,FALSE
1314,LAKE STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,Elevated Fixed Guideway Station,2003,26500,34.151806,-118.13139,"340 N Lake Ave, Pasadena, CA 91106, USA",Pasadena,CA,Los Angeles County,91106,13,13,13,1,54,15750.13,291.67,12,1,4.2,5,242,86963.31,359.35,13,1,6,10,1774,412041.98,232.27,TRUE,FALSE,FALSE
1315,LAKEWOOD BLVD STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro C Line ,At-Grade Fixed Guideway Station,1995,27800,33.91307,-118.1406,"Lakewood Blvd / 1-105, Downey, CA 90242, USA",Downey,CA,Los Angeles County,90242,,,,0,64,9839.15,153.74,,,,0,464,67609.22,145.71,,,,0,2311,390613.04,169.02,FALSE,FALSE,FALSE
1316,LATTC / ORTHO INSTITUTE STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro E Line ,At-Grade Fixed Guideway Station,2012,24200,34.029112,-118.273603,"LATTC/Ortho Institute, 2460 Flower St, Los Angeles, CA 90007, USA",Los Angeles,CA,Los Angeles County,90007,,,,0,19,13456.97,708.26,2,2,2,1,102,122415.22,1200.15,11,2,4.57,7,938,470708.85,501.82,FALSE,FALSE,FALSE
1317,LAUREL CANYON STATION-EASTBOUND,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro G Line ,At-Grade Fixed Guideway Station,2005,12000,34.168571,-118.397301,"Laurel Canyon Station, Los Angeles, CA 91607, USA",Los Angeles,CA,Los Angeles County,91607,,,,0,126,28294.81,224.56,,,,0,373,107731.17,288.82,2,1,1.5,4,1994,415376.79,208.31,FALSE,FALSE,FALSE
1318,LAUREL CANYON STATION-WESTBOUND,Bus Rapid Transit,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro G Line ,At-Grade Fixed Guideway Station,2005,8500,34.16847,-118.395677,"Laurel Canyon Station, Los Angeles, CA 91607, USA",Los Angeles,CA,Los Angeles County,91607,,,,0,121,30772.71,254.32,,,,0,385,107212.57,278.47,2,1,1.5,4,1889,392803.7,207.94,FALSE,FALSE,FALSE
1319,LEIMERT PARK STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro K Line ,Underground Fixed Guideway Station,2022,73500,34.00390927,-118.3320162,"Crenshaw & Vernon Ave., Los Angeles, CA 90008, USA",Los Angeles,CA,Los Angeles County,90008,2,1,1.5,4,88,21791.73,247.63,4,1,1.75,8,697,102840.3,147.55,,,,0,2757,452495.3,164.13,FALSE,FALSE,FALSE
1320,LINCOLN HEIGHTS / CYPRESS PARK STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro A Line ,Elevated Fixed Guideway Station,2003,16000,34.080949,-118.220429,"370 W Ave 26, Los Angeles, CA 90031, USA",Los Angeles,CA,Los Angeles County,90031,,,,0,17,17720.38,1042.38,,,,0,133,63748.1,479.31,,,,0,1293,343991.86,266.04,FALSE,FALSE,FALSE
1321,LITTLE TOKYO / ARTS DISTRICT STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),"Metro A Line, Metro E Line ",Underground Fixed Guideway Station,2023,59300,34.04884524,-118.2387567,"410 1st St, Los Angeles, CA 90012, USA",Los Angeles,CA,Los Angeles County,90012,,,,0,27,35869.68,1328.51,21,3,9.57,7,94,104737.27,1114.23,22,1,9.15,20,453,556445.33,1228.36,FALSE,FALSE,FALSE
1322,LONG BEACH BLVD STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro C Line ,Elevated Fixed Guideway Station,1995,68250,33.92488,-118.209945,"Long Beach Blvd Station, Lynwood, CA 90262, USA",Lynwood,CA,Los Angeles County,90262,,,,0,22,3554.86,161.58,,,,0,548,83070.73,151.59,1,1,1,1,2381,388850.15,163.31,FALSE,FALSE,FALSE
1323,MARAVILLA STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro E Line ,At-Grade Fixed Guideway Station,2009,20650,34.033319,-118.16814,"Maravilla, East Los Angeles, CA 90022, USA",East Los Angeles,CA,Los Angeles County,90022,,,,0,157,22686.12,144.5,,,,0,450,56980.09,126.62,1,1,1,2,2024,302340.46,149.38,FALSE,FALSE,FALSE
1324,MARIACHI PLAZA / BOYLE HEIGHTS STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro E Line ,Underground Fixed Guideway Station,2009,43000,34.047215,-118.219648,"1st / Boyle, Los Angeles, CA 90033, USA",Los Angeles,CA,Los Angeles County,90033,,,,0,159,24427.24,153.63,,,,0,501,84892.48,169.45,2,2,2,1,1610,418493.55,259.93,FALSE,FALSE,FALSE
1325,MARIPOSA STATION,Light Rail,Los Angeles County Metropolitan Transportation Authority (LA Metro),Metro C Line ,Elevated Fixed Guideway Station,1995,20700,33.9232,-118.387572,"Mariposa, El Segundo, CA 90245, USA",El Segundo,CA,Los Angeles County,90245,,,,0,9,41468.32,4607.59,6,2,3.07,14,38,120007.22,3158.08,14,1,2.43,49,212,537610.81,2535.9,FALSE,FALSE,FALSE
