station_id,StationName,ntd_mode,agency,line_name,facility_type,Year built,Square Feet,Latitude,Longitude,full_address,City,State,County,Zip_Code,Inner_MaxHeight,Inner_MinHeight,Inner_AvgHeight,Inner_BuildingsWithHeight,Inner_TotalBuildings,Inner_TotalFootprint,Inner_AvgFootprint,Middle_MaxHeight,Middle_MinHeight,Middle_AvgHeight,Middle_BuildingsWithHeight,Middle_TotalBuildings,Middle_TotalFootprint,Middle_AvgFootprint,Outer_MaxHeight,Outer_MinHeight,Outer_AvgHeight,Outer_BuildingsWithHeight,Outer_TotalBuildings,Outer_TotalFootprint,Outer_AvgFootprint,HasStepDown_Inner_Middle,HasStepDown_Middle_Outer,ConsistentStepDown
2137,"SUTPHIN BLVD STATION-E, F, FX",Heavy Rail,MTA New York City Transit (NYCT),"E, F, FX",Underground Fixed Guideway Station,1937,68300,40.70546,-73.810708,"Sutphin Blvd, Queens, NY 11435, USA",New York City ,NY,Queens County,11435,3,2,2.5,10,372,39340.75,105.75,7,2,2.83,24,1041,127622.4,122.6,26,1,2.92,101,2398,449461.53,187.43,FALSE,FALSE,FALSE
2138,"SUTPHIN BLVD-ARCHER AV-JFK AIRPORT STATION-E, J, Z",Heavy Rail,MTA New York City Transit (NYCT),"E, J, Z",Underground Fixed Guideway Station,1988,114500,40.700486,-73.807969,"Sutphin Blvd-Archer Av-JFK Airport, Queens, NY 11435, USA",New York City ,NY,Queens County,11435,7,2,4.67,3,105,49821.92,474.49,26,2,6.25,12,696,123948.83,178.09,7,2,2.94,52,2516,445014.38,176.87,FALSE,TRUE,FALSE
2139,SUTTER AV STATION-L,Heavy Rail,MTA New York City Transit (NYCT),L,Elevated Fixed Guideway Station,2006,15200,40.669367,-73.901975,"Sutter Av, Brooklyn, NY 11207, USA",New York City ,NY,Kings County,11207,,,,0,86,32722.45,380.49,,,,0,250,118600.89,474.4,7,1,3.62,13,1828,408151.1,223.28,FALSE,FALSE,FALSE
2140,"SUTTER AV-RUTLAND RD STATION-2, 3, 4, 5",Heavy Rail,MTA New York City Transit (NYCT),"2, 3, 4, 5",Elevated Fixed Guideway Station,1920,16000,40.664717,-73.92261,"911 E 98th St, Brooklyn, NY 11236, USA",New York City ,NY,Kings County,11236,,,,0,230,48613.68,211.36,,,,0,734,116065.67,158.13,5,2,3.29,14,3543,477966.32,134.9,FALSE,FALSE,FALSE
2141,"TIMES SQ-42 ST STATION-1, 2, 3",Heavy Rail,MTA New York City Transit (NYCT),"1, 2, 3",Underground Fixed Guideway Station,2002,64800,40.75529,-73.987495,"Times Sqâ€“42 St, New York, NY 10018, USA",New York City ,NY,New York County,10018,47,1,18.67,12,72,64003.73,888.94,42,1,9.66,38,241,202960.67,842.16,70,1,11.67,203,1474,1031620.6,699.88,TRUE,FALSE,FALSE
2142,"TIMES SQ-42 ST STATION-7, 7X",Heavy Rail,MTA New York City Transit (NYCT),"7, 7X",Underground Fixed Guideway Station,2006,63300,40.755477,-73.987691,"578 Fashion Ave, New York, NY 10018, USA",New York City ,NY,New York County,10018,47,1,16.14,14,74,64329,869.31,42,3,10.56,32,246,231917.14,942.75,70,1,11.43,211,1490,1002049.57,672.52,TRUE,FALSE,FALSE
2143,"TIMES SQ-42 ST STATION-N, W, Q, R",Heavy Rail,MTA New York City Transit (NYCT),"N, W, Q, R",Underground Fixed Guideway Station,2006,45800,40.754672,-73.986754,"1450 Broadway, New York, NY 10018, USA",New York City ,NY,New York County,10018,47,1,27.2,10,67,75175.88,1122.03,42,1,6.66,44,271,193716.28,714.82,70,1,11.88,196,1364,1057006.81,774.93,TRUE,FALSE,FALSE
2144,TIMES SQ-42 ST STATION-S,Heavy Rail,MTA New York City Transit (NYCT),S,Underground Fixed Guideway Station,1904,29200,40.755983,-73.986229,"171 W 42nd St, New York, NY 10036, USA",New York City ,NY,New York County,10036,47,1,19.4,10,68,72029.79,1059.26,50,1,9.46,37,231,198928.38,861.16,70,1,12.02,206,1512,1060958.58,701.69,FALSE,FALSE,FALSE
2145,TOMPKINSVILLE STATION-Staten Island Railway,Heavy Rail,MTA New York City Transit (NYCT),Staten Island Railway,At-Grade Fixed Guideway Station,1935,5940,40.636949,-74.074835,"6 Victory Blvd, Staten Island, NY 10301, USA",New York City ,NY,Richmond County,10301,,,,0,63,23829.91,378.25,1,1,1,2,286,48099.62,168.18,,,,0,1149,233528.04,203.24,FALSE,FALSE,FALSE
2146,TOTTENVILLE STATION-Staten Island Railway,Heavy Rail,MTA New York City Transit (NYCT),Staten Island Railway,At-Grade Fixed Guideway Station,1945,7750,40.512764,-74.251961,"Tottenville, Staten Island, NY 10307, USA",New York City ,NY,Richmond County,10307,,,,0,106,11169.23,105.37,,,,0,298,29993.62,100.65,1,1,1,1,1142,164722.16,144.24,FALSE,FALSE,FALSE
2147,"TREMONT AV STATION-D, B",Heavy Rail,MTA New York City Transit (NYCT),"D, B",Underground Fixed Guideway Station,2001,88700,40.85041,-73.905227,"Tremont Av, Bronx, NY 10453, USA",New York City ,NY,Bronx County,10453,,,,0,122,42625.73,349.39,13,6,10.33,3,380,135907.5,357.65,19,1,7.25,4,1719,529139.39,307.82,FALSE,FALSE,FALSE
2148,"UNION ST STATION-D, N, W, R",Heavy Rail,MTA New York City Transit (NYCT),"D, N, W, R",Underground Fixed Guideway Station,1992,17200,40.677316,-73.98311,"630-632 Union St, Brooklyn, NY 11215, USA",New York City ,NY,Kings County,11215,12,3,6.14,7,259,49692.11,191.86,13,4,5.12,8,792,159205.39,201.02,12,1,5,49,3300,537329.7,162.83,FALSE,TRUE,FALSE
2149,"UTICA AV STATION-A, C",Heavy Rail,MTA New York City Transit (NYCT),"A, C",Underground Fixed Guideway Station,1997,127600,40.679364,-73.930729,"Utica Av, Fulton St, Brooklyn, NY 11233, USA",New York City ,NY,Kings County,11233,,,,0,106,32851.22,309.92,,,,0,784,104047.4,132.71,4,1,3.08,489,3533,492207.55,139.32,FALSE,FALSE,FALSE
2150,VAN CORTLANDT PARK-242 ST STATION-1,Heavy Rail,MTA New York City Transit (NYCT),1,Elevated Fixed Guideway Station,1908,31800,40.889248,-73.898583,"5981 Broadway, Bronx, NY 10471, USA",New York City ,NY,Bronx County,10471,10,10,10,1,27,19662.98,728.26,,,,0,62,43305.91,698.48,8,2,5,2,873,227718.08,260.85,FALSE,FALSE,FALSE
2151,"VAN SICLEN AV STATION-2, 3, 4, 5",Heavy Rail,MTA New York City Transit (NYCT),"2, 3, 4, 5",Elevated Fixed Guideway Station,1922,16100,40.665449,-73.889395,"616 Miller Ave, Brooklyn, NY 11207, USA",New York City ,NY,Kings County,11207,,,,0,414,46679.14,112.75,,,,0,1074,118601.19,110.43,5,4,4.5,2,3776,428333.89,113.44,FALSE,FALSE,FALSE
2152,"VAN SICLEN AV STATION-A, C",Heavy Rail,MTA New York City Transit (NYCT),"A, C",Underground Fixed Guideway Station,1949,25300,40.67271,-73.890358,"Van Siclen Av, Brooklyn, NY 11207, USA",New York City ,NY,Kings County,11207,,,,0,329,35062.15,106.57,4,4,4,1,902,99009.42,109.77,9,2,5.5,2,3673,502951.82,136.93,FALSE,FALSE,FALSE
2153,"VAN SICLEN AV STATION-J, Z",Heavy Rail,MTA New York City Transit (NYCT),"J, Z",Elevated Fixed Guideway Station,2007,9400,40.678024,-73.891688,"Van Siclen Av, Brooklyn, NY 11207, USA",New York City ,NY,Kings County,11207,,,,0,361,41842.91,115.91,2,2,2,1,927,120567.35,130.06,9,9,9,1,2802,386524.4,137.95,FALSE,FALSE,FALSE
2154,"VERNON BLVD-JACKSON AV STATION-7, 7X",Heavy Rail,MTA New York City Transit (NYCT),"7, 7X",Underground Fixed Guideway Station,1916,28400,40.742626,-73.953581,"Vernon Blvd-Jackson Av, Queens, NY 11101, USA",New York City ,NY,Queens County,11101,12,6,8.83,6,183,35111.71,191.87,13,1,4.35,80,284,124184.94,437.27,57,1,13.7,44,642,460374.78,717.09,FALSE,FALSE,FALSE
2155,"W 4 ST-WASH SQ-A, C,E STATION-A, C, E",Heavy Rail,MTA New York City Transit (NYCT),"A, C, E",Underground Fixed Guideway Station,1932,186700,40.731627,-74.00099,"338 6th Ave, New York, NY 10014, USA",New York City ,NY,New York County,10014,35,1,5.84,32,286,53254.55,186.2,15,1,4.87,31,863,155672.4,180.39,34,1,7.13,187,2316,766397.59,330.91,TRUE,FALSE,FALSE
2156,"W 4 ST-WASH SQ-D, F, FX,M,B STATION-D, F, FX, M, B",Heavy Rail,MTA New York City Transit (NYCT),"D, F, FX, M, B",Underground Fixed Guideway Station,1932,186700,40.731627,-74.00099,"338 6th Ave, New York, NY 10014, USA",New York City ,NY,New York County,10014,35,1,5.84,32,286,53254.55,186.2,15,1,4.87,31,863,155672.4,180.39,34,1,7.13,187,2316,766397.59,330.91,TRUE,FALSE,FALSE
2157,"W 8 ST-NY AQUARIUM STATION-F, FX, Q",Heavy Rail,MTA New York City Transit (NYCT),"F, FX, Q",Elevated Fixed Guideway Station,2005,48100,40.576127,-73.975939,"Brooklyn Half, 2927 W 8th St, Brooklyn, NY 11224, USA",New York City ,NY,Kings County,11224,24,1,9.5,8,17,12093.27,711.37,24,1,6.74,35,87,64010.97,735.76,24,1,4.46,158,548,191446.33,349.35,FALSE,FALSE,FALSE
2158,WAKEFIELD-241 ST STATION-2,Heavy Rail,MTA New York City Transit (NYCT),2,Elevated Fixed Guideway Station,2007,30700,40.903125,-73.85062,"4647 White Plains Rd, Bronx, NY 10470, USA",New York City ,NY,Bronx County,10470,2,2,2,1,230,32837.69,142.77,,,,0,703,100335.24,142.72,,,,0,2933,356868.87,121.67,FALSE,FALSE,FALSE
2159,"WALL ST STATION-2, 3",Heavy Rail,MTA New York City Transit (NYCT),"2, 3",Underground Fixed Guideway Station,2005,24700,40.706821,-74.0091,"52 William St, New York, NY 10005, USA",New York City ,NY,New York County,10005,60,1,15.57,23,62,77897.08,1256.4,63,1,11.51,136,250,212154.82,848.62,80,1,11.13,172,494,388980.68,787.41,FALSE,FALSE,FALSE
2160,"WALL ST STATION-4, 5",Heavy Rail,MTA New York City Transit (NYCT),"4, 5",Underground Fixed Guideway Station,1994,17400,40.707557,-74.011862,"Broadway & Wall St, New York, NY 10006, USA",New York City ,NY,New York County,10006,51,1,15.06,32,58,64507.16,1112.19,80,1,11.63,86,194,162961.41,840.01,76,1,11.36,201,514,457163.3,889.42,FALSE,TRUE,FALSE
2161,"WEST FARMS SQ-E TREMONT AV STATION-2, 5",Heavy Rail,MTA New York City Transit (NYCT),"2, 5",Elevated Fixed Guideway Station,2004,21000,40.840295,-73.880049,"Boston Rd/E Tremont Av, Bronx, NY 10460, USA",New York City ,NY,Bronx County,10460,,,,0,24,21923.61,913.48,2,2,2,2,293,75925.12,259.13,,,,0,993,333520.34,335.87,FALSE,FALSE,FALSE
2162,"WESTCHESTER SQ-E TREMONT AV STATION-6, 6X",Heavy Rail,MTA New York City Transit (NYCT),"6, 6X",Elevated Fixed Guideway Station,1993,22700,40.839892,-73.842952,"Westchester Sq-E Tremont Av, Bronx, NY 10461, USA",New York City ,NY,Bronx County,10461,,,,0,99,41029.36,414.44,,,,0,402,111070.46,276.29,,,,0,2292,399555.63,174.33,FALSE,FALSE,FALSE
2163,"WHITEHALL ST-SOUTH FERRY STATION-N, W, R",Heavy Rail,MTA New York City Transit (NYCT),"N, W, R",Underground Fixed Guideway Station,2001,30600,40.703087,-74.012994,"25 Pearl St, New York, NY 10004, USA",New York City ,NY,New York County,10004,50,1,10.22,37,67,36471.66,544.35,47,1,12.65,34,107,99943.35,934.05,60,1,13.45,108,255,268797.6,1054.11,TRUE,FALSE,FALSE
2164,"WHITLOCK AV STATION-6, 6X",Heavy Rail,MTA New York City Transit (NYCT),"6, 6X",Elevated Fixed Guideway Station,1920,30400,40.826525,-73.886283,"1133 Whitlock Ave, Bronx, NY 10459, USA",New York City ,NY,Bronx County,10459,,,,0,55,27463.32,499.33,5,5,5,1,350,99353.46,283.87,4,4,4,1,2221,470411.2,211.8,FALSE,TRUE,FALSE
2165,WILSON AV STATION-L,Heavy Rail,MTA New York City Transit (NYCT),L,Underground Fixed Guideway Station,1928,22400,40.688764,-73.904046,"Wilson Av, Brooklyn, NY 11207, USA",New York City ,NY,Kings County,11207,,,,0,78,11689.18,149.86,3,3,3,1,604,84888.69,140.54,5,1,2.83,76,2408,341114.74,141.66,FALSE,FALSE,FALSE
2166,"WINTHROP ST STATION-2, 5",Heavy Rail,MTA New York City Transit (NYCT),"2, 5",Underground Fixed Guideway Station,1920,17600,40.656652,-73.9502,"1247 Nostrand Ave, Brooklyn, NY 11225, USA",New York City ,NY,Kings County,11225,8,8,8,1,225,53086.93,235.94,8,8,8,1,647,128513.11,198.63,27,2,10.5,4,3414,560584.77,164.2,FALSE,FALSE,FALSE
2167,"WOODHAVEN BLVD STATION-E, F, M, R",Heavy Rail,MTA New York City Transit (NYCT),"E, F, M, R",Underground Fixed Guideway Station,1997,54900,40.733106,-73.869229,"91-55 Queens Blvd, Elmhurst, NY 11373, USA",New York City ,NY,Queens County,11373,16,3,9.5,2,45,46766.43,1039.25,4,4,4,1,434,84175.95,193.95,18,6,13.67,3,3534,503495.4,142.47,TRUE,FALSE,FALSE
2168,"WOODHAVEN BLVD STATION-J, Z",Heavy Rail,MTA New York City Transit (NYCT),"J, Z",Elevated Fixed Guideway Station,1991,15800,40.693879,-73.851576,"Woodhaven Blvd, Queens, NY 11421, USA",New York City ,NY,Queens County,11421,,,,0,380,39298.42,103.42,,,,0,1261,117051.29,92.82,3,1,2,3,4490,414286.53,92.27,FALSE,FALSE,FALSE
2169,WOODLAWN STATION-4,Heavy Rail,MTA New York City Transit (NYCT),4,Elevated Fixed Guideway Station,2005,37500,40.886037,-73.878751,"3660 Jerome Ave, Bronx, NY 10467, USA",New York City ,NY,Bronx County,10467,,,,0,34,17721,521.21,,,,0,42,25115.96,598,,,,0,233,146854.96,630.28,FALSE,FALSE,FALSE
2170,WORLD TRADE CENTER STATION-E,Heavy Rail,MTA New York City Transit (NYCT),E,Underground Fixed Guideway Station,1999,53800,40.712582,-74.009781,"World Trade Center, New York, NY 10007, USA",New York City ,NY,New York County,10007,67,1,14.76,17,62,69907.27,1127.54,80,1,10.65,97,283,177818.56,628.33,60,1,12.47,164,748,570888.87,763.22,FALSE,TRUE,FALSE
2171,WTC CORTLANDT STATION-1,Heavy Rail,MTA New York City Transit (NYCT),1,Underground Fixed Guideway Station,2019,22700,40.711835,-74.012188,"WTC Cortlandt, New York, NY 10006, USA",New York City ,NY,New York County,10006,80,1,15,14,24,38480.5,1603.35,67,1,11.04,71,200,200576.85,1002.88,76,1,12.22,181,682,502803.84,737.25,TRUE,FALSE,FALSE
2172,"YORK ST STATION-F, FX",Heavy Rail,MTA New York City Transit (NYCT),"F, FX",Underground Fixed Guideway Station,1936,22000,40.701397,-73.986751,"York St, York Street &, Jay St, Brooklyn, NY 11201, USA",New York City ,NY,Kings County,11201,31,12,21.5,2,34,26941.08,792.38,33,1,11,12,156,112119.9,718.72,40,1,7.83,53,660,339055.09,513.72,FALSE,FALSE,FALSE
2173,"ZEREGA AV STATION-6, 6X",Heavy Rail,MTA New York City Transit (NYCT),"6, 6X",Elevated Fixed Guideway Station,1920,17400,40.836488,-73.847036,"2360 Westchester Ave, Bronx, NY 10462, USA",New York City ,NY,Bronx County,10462,,,,0,222,37130.95,167.26,,,,0,717,119898.87,167.22,3,1,2,2,1876,447416.43,238.49,FALSE,FALSE,FALSE
3094,DONELSON STATION,Commuter Rail,Nashville MTA,WeGo Star,At-Grade Fixed Guideway Station,2006,7800,36.16694,-86.666535,"Donelson Station, Nashville, TN 37214, USA",Nashville,TN,Davidson County,37214,,,,0,29,9216.72,317.82,,,,0,91,32354.93,355.55,3,3,3,1,406,112399.23,276.85,FALSE,FALSE,FALSE
3095,HERMITAGE STATION,Commuter Rail,Nashville MTA,WeGo Star,At-Grade Fixed Guideway Station,2006,7800,36.189957,-86.605796,"Music City Star Hermitage Station, Nashville, TN 37076, USA",Nashville,TN,Davidson County,37076,,,,0,48,9396.74,195.77,,,,0,119,28305.38,237.86,,,,0,427,104171.83,243.96,FALSE,FALSE,FALSE
3096,LEBANON STATION,Commuter Rail,Nashville MTA,WeGo Star,At-Grade Fixed Guideway Station,2006,8700,36.211991,-86.297334,"Lebanon Station, 334 W Baddour Pkwy, Lebanon, TN 37087, USA",Lebanon,TN,Wilson County,37087,,,,0,1,489.28,489.28,,,,0,7,14542.98,2077.57,2,2,2,1,28,25813.55,921.91,FALSE,FALSE,FALSE
3097,MARTHA STATION,Commuter Rail,Nashville MTA,WeGo Star,At-Grade Fixed Guideway Station,2006,6500,36.228977,-86.426132,"100 Martha Cir, Lebanon, TN 37090, USA",Lebanon,TN,Wilson County,37090,,,,0,0,0,0,,,,0,0,0,0,,,,0,1,8265.37,8265.37,FALSE,FALSE,FALSE
3098,MT. JULIET STATION,Commuter Rail,Nashville MTA,WeGo Star,At-Grade Fixed Guideway Station,2006,7800,36.199374,-86.516899,"Mt. Juliet Station, 22 East Division Street, Mt. Juliet, TN 37122, USA",Mt. Juliet,TN,Wilson County,37122,,,,0,13,10261.99,789.38,,,,0,13,25209.1,1939.16,,,,0,5,3072.88,614.58,FALSE,FALSE,FALSE
3099,RIVERFRONT STATION,Commuter Rail,Nashville MTA,WeGo Star,At-Grade Fixed Guideway Station,2006,12200,36.161845,-86.773584,"108 1st Ave S, Nashville, TN 37201, USA",Nashville,TN,Davidson County,37201,5,3,4,8,30,19373.63,645.79,33,2,9.75,28,93,77647.15,834.92,35,1,8.02,81,264,399999.65,1515.15,FALSE,FALSE,FALSE
3100,22ND ST HBLR STATION,Light Rail,New Jersey Transit (NJT),Hudson-Bergen Light Rail,Elevated Fixed Guideway Station,2003,5000,40.661277,-74.11641,"43 Prospect Ave, Bayonne, NJ 07002, USA",Bayonne,NJ,Hudson County,7002,6,6,6,1,174,32958.34,189.42,6,3,5,6,372,85497.4,229.83,3,3,3,2,1898,369353.23,194.6,FALSE,TRUE,FALSE
3101,2ND STREET HBLR STATION,Light Rail,New Jersey Transit (NJT),Hudson-Bergen Light Rail,At-Grade Fixed Guideway Station,2004,3100,40.741746,-74.042765,"2nd Street, Jersey City, NJ 07030, USA",Jersey City,NJ,Hudson County,7030,10,5,7.22,9,102,28981.98,284.14,17,1,3.86,51,597,115265.29,193.07,27,1,4.68,100,2600,515512.52,198.27,FALSE,FALSE,FALSE
3102,30TH ST. PHL STATION,Commuter Rail,New Jersey Transit (NJT),Atlantic City Rail Line,At-Grade Fixed Guideway Station,1927,435000,39.956565,-75.182327,"William H. Gray III 30th Street, 2955 Market St, Philadelphia, PA 19104, USA",Philadelphia,PA,Philadelphia County,19104,29,4,12.5,4,10,42991.73,4299.17,33,1,7.53,17,20,63090.43,3154.52,49,0,5.38,251,997,386951.07,388.12,FALSE,FALSE,FALSE
3103,36TH STREET STATION,Light Rail,New Jersey Transit (NJT),Riverline Light Rail,At-Grade Fixed Guideway Station,2004,167000,39.96096,-75.079622,"36th Street, Pennsauken Township, NJ 08110, USA",Pennsauken Township,NJ,Camden County,8110,,,,0,27,22343.39,827.53,,,,0,138,52922.6,383.5,2,2,2,2,597,108093.1,181.06,FALSE,FALSE,FALSE
3104,8TH ST HBLR STATION,Light Rail,New Jersey Transit (NJT),Hudson-Bergen Light Rail,Elevated Fixed Guideway Station,2011,4500,40.654298,-74.129142,"40 W 8th St, Bayonne, NJ 07002, USA",Bayonne,NJ,Hudson County,7002,,,,0,181,25894.99,143.07,,,,0,739,102179.89,138.27,3,1,2,2,2724,425204.09,156.1,FALSE,FALSE,FALSE
3105,9TH STREET HBLR STATION,Light Rail,New Jersey Transit (NJT),Hudson-Bergen Light Rail,At-Grade Fixed Guideway Station,2004,10000,40.748867,-74.038522,"Ninth Street/Congress Street Station, Jersey City, NJ 07087, USA",Jersey City,NJ,Hudson County,7087,14,3,8.17,6,79,43630.31,552.28,23,2,9.25,4,446,91220.8,204.53,10,1,3.42,125,2861,513252.76,179.4,FALSE,TRUE,FALSE
3106,ABSECON STATION,Commuter Rail,New Jersey Transit (NJT),Atlantic City Rail Line,Simple At-Grade Platform Station,1940,13000,39.424333,-74.502091,"Absecon Rail Station, Absecon, NJ 08201, USA",Absecon,NJ,Atlantic County,8201,,,,0,48,9932.68,206.93,1,1,1,1,32,10264.09,320.75,,,,0,28,12927.92,461.71,FALSE,FALSE,FALSE
3107,ALLENDALE STATION,Commuter Rail,New Jersey Transit (NJT),"Port Jervis Line, Main/Bergen County Line",At-Grade Fixed Guideway Station,1982,8000,41.030902,-74.130957,"Allendale, Allendale, NJ 07401, USA",Allendale,NJ,Bergen County,7401,,,,0,78,18694.12,239.67,1,1,1,1,165,40862.32,247.65,3,2,2.33,3,482,120157.36,249.29,FALSE,FALSE,FALSE
3108,ALLENHURST STATION,Commuter Rail,New Jersey Transit (NJT),North Jersey Coast Line,At-Grade Fixed Guideway Station,1983,25000,40.237659,-74.006769,"Allenhurst, Allenhurst, NJ 07711, USA",Allenhurst,NJ,Monmouth County,7711,,,,0,20,6646.94,332.35,,,,0,12,7965.44,663.79,2,1,1.22,9,88,18293.85,207.88,FALSE,FALSE,FALSE
3109,ANDERSON STREET STATION,Commuter Rail,New Jersey Transit (NJT),Pascack Valley Line,At-Grade Fixed Guideway Station,2014,3550,40.894458,-74.043781,"62 Linden St, Hackensack, NJ 07601, USA",Hackensack,NJ,Bergen County,7601,,,,0,128,27731.25,216.65,,,,0,345,79246.69,229.7,6,6,6,1,1115,257343.06,230.8,FALSE,FALSE,FALSE
3110,ANNANDALE STATION,Commuter Rail,New Jersey Transit (NJT),Raritan Valley Line,At-Grade Fixed Guideway Station,1936,1200,40.645173,-74.878569,"Annandale, Clinton Township, NJ 08801, USA",Clinton Township,NJ,Hunterdon County,8801,2,2,2,1,34,5279.18,155.27,,,,0,104,20187.7,194.11,,,,0,163,37226.47,228.38,FALSE,FALSE,FALSE
3111,AQUARIUM STATION,Light Rail,New Jersey Transit (NJT),Riverline Light Rail,At-Grade Fixed Guideway Station,2004,5700,39.945658,-75.128682,"Aquarium, Camden, NJ 08102, USA",Camden,NJ,Camden County,8102,3,3,3,1,9,18713.76,2079.31,18,4,8.33,6,24,54300.56,2262.52,10,1,2.29,24,231,183544.48,794.56,FALSE,TRUE,FALSE
3112,ASBURY PARK STATION,Commuter Rail,New Jersey Transit (NJT),North Jersey Coast Line,At-Grade Fixed Guideway Station,1979,71500,40.215359,-74.014782,"100 Memorial Dr, Asbury Park, NJ 07712, USA",Asbury Park,NJ,Monmouth County,7712,,,,0,43,17590.77,409.09,5,3,4,3,147,68022.03,462.73,4,4,4,1,390,171312.94,439.26,FALSE,TRUE,FALSE
3113,ATCO STATION,Commuter Rail,New Jersey Transit (NJT),Atlantic City Rail Line,Simple At-Grade Platform Station,1989,5800,39.783547,-74.907588,"Atco, Cooper Road &, Raritan Ave, Atco, NJ 08004, USA",Atco,NJ,Camden County,8004,,,,0,2,3141.9,1570.95,,,,0,12,6080.9,506.74,,,,0,31,18666.92,602.16,FALSE,FALSE,FALSE
3114,ATLANTIC CITY STATION,Commuter Rail,New Jersey Transit (NJT),Atlantic City Rail Line,At-Grade Fixed Guideway Station,1989,20000,39.363573,-74.442523,"Amtrak Station - ACY, Atlantic City, NJ 08401, USA",Atlantic City,NJ,Atlantic County,8401,,,,0,1,12257.43,12257.43,15,15,15,1,116,96137.18,828.77,11,2,4.4,25,1222,268104.74,219.4,FALSE,TRUE,FALSE
3115,ATLANTIC STREET LIGHT RAIL STOP STATION,Light Rail,New Jersey Transit (NJT),Newark Light Rail,Simple At-Grade Platform Station,2006,3400,40.74416,-74.168491,"Atlantic Street, Newark, NJ 07102, USA",Newark,NJ,Essex County,7102,2,2,2,1,15,34477.69,2298.51,3,3,3,7,114,60213.7,528.19,16,1,5.3,10,858,435290.45,507.33,FALSE,FALSE,FALSE
3116,AVENEL STATION,Commuter Rail,New Jersey Transit (NJT),North Jersey Coast Line,At-Grade Fixed Guideway Station,1992,4600,40.57762,-74.27753,"Avenel, Woodbridge Township, NJ 07001, USA",Woodbridge Township,NJ,Middlesex County,7001,,,,0,7,8232.61,1176.09,,,,0,7,6534.43,933.49,,,,0,96,151082.57,1573.78,FALSE,FALSE,FALSE
3117,BASKING RIDGE STATION,Commuter Rail,New Jersey Transit (NJT),Gladstone Branch,At-Grade Fixed Guideway Station,1912,1250,40.71138,-74.555267,"Basking Ridge, Bernards, NJ 07920, USA",Bernards,NJ,Somerset County,7920,,,,0,1,224.06,224.06,,,,0,2,1376.99,688.5,,,,0,40,16513.46,412.84,FALSE,FALSE,FALSE
3118,BAY HEAD STATION,Commuter Rail,New Jersey Transit (NJT),North Jersey Coast Line,Simple At-Grade Platform Station,1976,3400,40.077177,-74.046053,"Bay Head, Bay Head, NJ 08742, USA",Bay Head,NJ,Ocean County,8742,1,1,1,2,32,8569.53,267.8,,,,0,38,18438.67,485.23,,,,0,68,24857.38,365.55,FALSE,FALSE,FALSE
3119,BAY STREET STATION,Commuter Rail,New Jersey Transit (NJT),Montclair-Boonton Line,At-Grade Fixed Guideway Station,1997,900,40.808178,-74.208681,"Bay Street, Montclair, NJ 07028, USA",Montclair,NJ,Essex County,7028,4,2,3.33,3,26,16472.26,633.55,3,3,3,1,39,29077.54,745.58,7,1,3.33,3,123,89970.24,731.47,TRUE,FALSE,FALSE
3120,BELMAR STATION,Commuter Rail,New Jersey Transit (NJT),North Jersey Coast Line,Simple At-Grade Platform Station,1900,18500,40.18059,-74.027301,"Belmar, Belmar, NJ 07719, USA",Belmar,NJ,Monmouth County,7719,6,6,6,1,22,21716.64,987.12,4,1,2.5,2,113,46259.17,409.37,,,,0,128,54343.28,424.56,TRUE,FALSE,FALSE
3121,BERGENLINE AVE STATION,Light Rail,New Jersey Transit (NJT),Hudson-Bergen Light Rail,Underground Fixed Guideway Station,2006,45040,40.781638,-74.021801,"4802 Bergenline Ave, Union City, NJ 07087, USA",Union City,NJ,Hudson County,7087,,,,0,296,49642.35,167.71,3,3,3,2,678,131480.52,193.92,24,24,24,2,2938,534746.93,182.01,FALSE,FALSE,FALSE
3122,BERKELEY HEIGHTS STATION,Commuter Rail,New Jersey Transit (NJT),Gladstone Branch,At-Grade Fixed Guideway Station,1900,1500,40.682345,-74.442649,"Berkeley Heights, Berkeley Heights, NJ 07922, USA",Berkeley Heights,NJ,Union County,7922,1,1,1,1,28,12111.81,432.56,,,,0,47,18834.21,400.73,,,,0,50,71858.3,1437.17,FALSE,FALSE,FALSE
3123,BERNARDSVILLE STATION,Commuter Rail,New Jersey Transit (NJT),Gladstone Branch,At-Grade Fixed Guideway Station,1902,2200,40.716847,-74.571023,"Bernardsville, Bernardsville, NJ 07924, USA",Bernardsville,NJ,Somerset County,7924,,,,0,11,2657.19,241.56,,,,0,22,10262.8,466.49,,,,0,158,37000.02,234.18,FALSE,FALSE,FALSE
3124,BEVERLY/EDGEWATER PARK STATION,Light Rail,New Jersey Transit (NJT),Riverline Light Rail,At-Grade Fixed Guideway Station,2004,72000,40.06112,-74.915131,"Beverly - Edgewater Park, Edgewater Park, NJ 08010, USA",Edgewater Park,NJ,Burlington County,8010,,,,0,1,410.76,410.76,,,,0,6,920.21,153.37,,,,0,54,42954.11,795.45,FALSE,FALSE,FALSE
3125,BLOOMFIELD AVE LIGHT RAIL STATION,Light Rail,New Jersey Transit (NJT),Newark Light Rail,Simple At-Grade Platform Station,1935,3100,40.76546,-74.179863,"Bloomfield Avenue, Newark, NJ 07107, USA",Newark,NJ,Essex County,7107,3,2,2.67,3,113,16815.67,148.81,1,1,1,1,465,71590.26,153.96,4,4,4,2,2439,365996.22,150.06,TRUE,FALSE,FALSE
