station_id,StationName,ntd_mode,agency,line_name,facility_type,Year built,Square Feet,Latitude,Longitude,full_address,City,State,County,Zip_Code,Inner_MaxHeight,Inner_MinHeight,Inner_AvgHeight,Inner_BuildingsWithHeight,Inner_TotalBuildings,Inner_TotalFootprint,Inner_AvgFootprint,Middle_MaxHeight,Middle_MinHeight,Middle_AvgHeight,Middle_BuildingsWithHeight,Middle_TotalBuildings,Middle_TotalFootprint,Middle_AvgFootprint,Outer_MaxHeight,Outer_MinHeight,Outer_AvgHeight,Outer_BuildingsWithHeight,Outer_TotalBuildings,Outer_TotalFootprint,Outer_AvgFootprint,HasStepDown_Inner_Middle,HasStepDown_Middle_Outer,ConsistentStepDown,Typology
36,ALAMEDA FERRY TERMINAL STATION,Ferry,Alameda/Oakland Ferry,Oakland / Alameda / San Francisco,Ferryboat Terminal,2023.0,11700.0,37.791197,-122.294188,"Main Street Alameda Ferry Terminal, 2990 Main St, Alameda, CA 94501, USA",Alameda,CA,Alameda County,94501,0.0,0.0,0.0,0,16,1892.25,118.27,0.0,0.0,0.0,0,55,19787.91,359.78,2.0,1.0,1.5,2,350,138976.44,397.08,False,False,False,Other
37,OAKLAND FERRY TERMINAL STATION,Ferry,Alameda/Oakland Ferry,Oakland / Alameda / San Francisco,Ferryboat Terminal,1991.0,11700.0,37.795011,-122.279758,"10 Clay St, Oakland, CA 94607, USA",Oakland,CA,Alameda County,94607,6.0,2.0,3.75,4,14,15319.21,1094.23,18.0,1.0,4.25,8,74,60692.99,820.18,15.0,1.0,3.18,84,522,336870.94,645.35,False,True,False,Other
38,S.F. FERRY BUILDING STATION,Ferry,Alameda/Oakland Ferry,Oakland / Alameda / San Francisco,Ferryboat Terminal,2003.0,11700.0,37.79564,-122.39361,"1 San Francisco Bay Trail, San Francisco, CA 94111, USA",San Francisco,CA,San Francisco County,94111,3.0,3.0,3.0,1,9,21929.64,2436.63,45.0,1.0,9.0,29,62,76215.17,1229.28,61.0,1.0,16.28,101,338,426240.9,1261.07,False,False,False,Donut
39,S.F. PIER 41 STATION,Ferry,Alameda/Oakland Ferry,Oakland / Alameda / San Francisco,Ferryboat Terminal,1979.0,11700.0,37.80955,-122.41209,"San Francisco Pier 41 Ferry Terminal, San Francisco, CA 94133, USA",San Francisco,CA,San Francisco County,94133,2.0,2.0,2.0,8,26,14632.95,562.81,3.0,1.0,2.33,6,39,62428.1,1600.72,4.0,1.0,2.6,25,804,286167.15,355.93,False,False,False,Donut
1, 10TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,712.0,37.79201,-122.24949,"10th Avenue NB, Oakland, CA 94606, USA",Oakland,CA,Alameda County,94606,0.0,0.0,0.0,0,185,35991.17,194.55,2.0,2.0,2.0,1,604,104181.86,172.49,18.0,1.0,4.95,20,1666,358663.71,215.28,False,False,False,Donut
2, 14TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,601.0,37.789251,-122.24568,"14th Av & International Blvd, Oakland, CA 94606, USA",Oakland,CA,Alameda County,94606,2.0,2.0,2.0,1,156,38045.81,243.88,3.0,3.0,3.0,1,383,70166.18,183.2,6.0,1.0,3.08,12,1733,315905.95,182.29,False,False,False,Donut
3, 14TH STREET STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,712.0,37.80427,-122.2712,"14th and, Broadway, Oakland, CA 94612, USA",Broadway,CA,Alameda County,94612,40.0,1.0,10.34,32,57,56291.26,987.57,33.0,1.0,5.87,110,172,165096.7,959.86,39.0,1.0,5.33,213,803,483521.67,602.14,True,False,False,Other
4, 5TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,601.0,37.795951,-122.253992,"442 International Blvd, Oakland, CA 94606, USA",Oakland,CA,Alameda County,94606,0.0,0.0,0.0,0,211,37064.17,175.66,18.0,1.0,5.5,6,487,124881.9,256.43,25.0,4.0,9.12,8,1418,308607.06,217.64,False,False,False,Donut
5, MADISON STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,601.0,37.7994019,-122.2653797,"140 11th St, Oakland, CA 94607, USA",Oakland,CA,Alameda County,94607,8.0,1.0,4.06,18,73,39812.05,545.37,12.0,1.0,4.61,33,224,92339.68,412.23,40.0,1.0,5.85,194,547,423422.74,774.08,False,False,False,Donut
6, UPTOWN OAKLAND STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,687.0,37.8086184,-122.271553,"555 19th St, Oakland, CA 94612, USA",Oakland,CA,Alameda County,94612,7.0,1.0,3.4,15,40,31693.64,792.34,39.0,1.0,6.35,86,229,155498.16,679.03,40.0,1.0,6.77,207,1016,529331.65,521.0,False,False,False,Donut
7,103RD AVENUE  STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.74065,-122.16776,"103rd Avenue, Oakland, CA 94603, USA",Oakland,CA,Alameda County,94603,0.0,0.0,0.0,0,272,38316.88,140.87,6.0,6.0,6.0,1,805,115293.37,143.22,4.0,1.0,2.6,5,3656,423013.93,115.7,False,True,False,Other
8,20TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.7858328,-122.2399891,"1952 International Blvd, Oakland, CA 94606, USA",Oakland,CA,Alameda County,94606,0.0,0.0,0.0,0,223,34346.29,154.02,2.0,2.0,2.0,2,476,86917.47,182.6,3.0,2.0,2.25,4,1633,345097.79,211.33,False,False,False,Donut
9,24TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.782578,-122.234592,"24th Avenue, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,0.0,0.0,0.0,0,164,42094.77,256.68,9.0,5.0,7.0,2,511,100675.16,197.02,5.0,2.0,2.6,5,2330,448609.41,192.54,False,True,False,Other
10,28TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.779807,-122.2300371,"28th Avenue, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,2.0,2.0,2.0,1,162,32365.99,199.79,9.0,5.0,7.0,2,521,106839.42,205.07,5.0,1.0,2.75,4,2432,481532.0,198.0,False,True,False,Other
11,2ND AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,687.0,37.7979536,-122.2563476,"161 International Blvd, Oakland, CA 94606, USA",Oakland,CA,Alameda County,94606,25.0,4.0,13.0,4,142,44393.71,312.63,11.0,3.0,7.0,2,278,67780.93,243.82,20.0,1.0,4.74,42,1215,316924.92,260.84,True,False,False,Other
12,31ST AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.7783413,-122.2273703,"3028 International Blvd, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,3.0,2.0,2.5,2,118,32197.68,272.86,2.0,1.0,1.5,2,460,97209.58,211.33,9.0,1.0,5.0,6,2752,475444.32,172.76,True,False,False,Other
13,39TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.774502,-122.2193,"39th Avenue, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,0.0,0.0,0.0,0,272,45061.03,165.67,4.0,4.0,4.0,1,669,108283.95,161.86,5.0,1.0,2.75,4,2161,385624.56,178.45,False,False,False,Other
14,48TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.7695347,-122.2087259,"5000 CA-185, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,0.0,0.0,0.0,0,288,43758.87,151.94,0.0,0.0,0.0,0,723,113874.03,157.5,2.0,1.0,1.33,3,2093,508060.56,242.74,False,False,False,Other
15,54TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.7679772,-122.2055013,"5325 E 14th St, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,2.0,2.0,2.0,1,219,74880.36,341.92,0.0,0.0,0.0,0,800,118168.11,147.71,1.0,1.0,1.0,2,2725,513587.4,188.47,False,False,False,Other
16,63RD AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.7632177,-122.1955284,"6415 International Blvd, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,0.0,0.0,0.0,0,185,32692.09,176.71,0.0,0.0,0.0,0,745,107132.45,143.8,2.0,1.0,1.5,2,3386,501426.11,148.09,False,False,False,Other
17,67TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.7615066,-122.1918862,"6708 International Blvd, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,0.0,0.0,0.0,0,173,33112.1,191.4,0.0,0.0,0.0,0,845,99862.82,118.18,5.0,4.0,4.33,3,3530,441642.49,125.11,False,False,False,Other
18,73RD AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.7597649,-122.1881215,"7200 International Blvd, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,0.0,0.0,0.0,0,232,30159.21,130.0,4.0,4.0,4.0,2,894,104641.89,117.05,0.0,0.0,0.0,0,3527,456286.25,129.37,False,False,False,Other
19,77TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.7579542,-122.1844515,"77th Avenue, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,4.0,4.0,4.0,2,273,38094.61,139.54,0.0,0.0,0.0,0,893,97655.01,109.36,0.0,0.0,0.0,0,3505,470343.85,134.19,False,False,False,Other
20,82ND AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.7555796,-122.1795624,"82nd Avenue, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,0.0,0.0,0.0,0,249,34050.53,136.75,0.0,0.0,0.0,0,881,103003.71,116.92,4.0,4.0,4.0,2,3440,420235.62,122.16,False,False,False,Other
21,86TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.752322,-122.176414,"8525 International Blvd, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,0.0,0.0,0.0,0,224,34949.71,156.03,0.0,0.0,0.0,0,850,102588.68,120.69,4.0,4.0,4.0,2,3699,430709.88,116.44,False,False,False,Other
22,90TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1216.0,37.7498158,-122.1746429,"8940 International Blvd, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,0.0,0.0,0.0,0,214,33209.19,155.18,4.0,4.0,4.0,2,913,104084.28,114.0,0.0,0.0,0.0,0,3596,420855.47,117.03,False,False,False,Other
23,95TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.745984,-122.17173,"95th Avenue, Oakland, CA 94603, USA",Oakland,CA,Alameda County,94603,4.0,4.0,4.0,2,259,35970.54,138.88,0.0,0.0,0.0,0,800,96515.26,120.64,0.0,0.0,0.0,0,3691,421028.75,114.07,False,False,False,Other
24,98TH AVENUE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.73955,-122.1791,"98th Av & Past Railroad Crossing(N San Leandro St), Oakland, CA 94603, USA",Oakland,CA,Alameda County,94603,0.0,0.0,0.0,0,51,22813.58,447.33,1.0,1.0,1.0,1,341,118159.63,346.51,2.0,2.0,2.0,1,2614,408057.15,156.1,False,False,False,Donut
25,DOWNTOWN SAN LEANDRO  STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,601.0,37.72499,-122.1589,"Davis St & Clarke St, San Leandro, CA 94577, USA",San Leandro,CA,Alameda County,94577,0.0,0.0,0.0,0,120,31217.17,260.14,4.0,1.0,1.83,6,351,92926.77,264.75,4.0,1.0,1.71,14,2407,405657.31,168.53,False,False,False,Other
26,DURANT AVE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1080.0,37.7359329,-122.1641759,"Durant Avenue, San Leandro, CA 94577, USA",San Leandro,CA,Alameda County,94577,2.0,2.0,2.0,2,187,38557.46,206.19,0.0,0.0,0.0,0,791,110425.34,139.6,6.0,6.0,6.0,1,3831,418023.24,109.12,False,False,False,Other
27,EB CITY CENTER STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,601.0,37.8024705,-122.2708314,"409 12th St, Oakland, CA 94607, USA",Oakland,CA,Alameda County,94607,40.0,1.0,9.97,33,55,58909.51,1071.08,21.0,1.0,5.0,72,186,149500.81,803.77,39.0,1.0,5.3,280,856,513615.37,600.02,True,False,False,Other
28,FRUITVALE STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1064.0,37.7767097,-122.223825,"1413 34th Ave, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,2.0,2.0,2.0,1,147,39268.26,267.13,4.0,1.0,2.67,3,589,109423.28,185.78,6.0,1.0,3.0,3,2496,422361.54,169.22,False,False,False,Donut
29,GEORGIA WAY STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,626.0,37.73153,-122.16087,"530 E 14th St, San Leandro, CA 94577, USA",San Leandro,CA,Alameda County,94577,0.0,0.0,0.0,0,244,36231.92,148.49,0.0,0.0,0.0,0,869,98044.72,112.82,2.0,2.0,2.0,2,2858,401142.73,140.36,False,False,False,Other
30,HARRISON STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,687.0,37.80045,-122.2679,"Harrison SB, Oakland, CA 94607, USA",Oakland,CA,Alameda County,94607,9.0,1.0,5.33,6,69,49790.02,721.59,40.0,1.0,5.05,73,276,144623.27,524.0,33.0,1.0,5.48,283,600,478777.65,797.96,False,True,False,Other
31,HIGH STREET STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.771576,-122.21326,"4500 International Blvd, Oakland, CA 94601, USA",Oakland,CA,Alameda County,94601,0.0,0.0,0.0,0,140,35269.05,251.92,0.0,0.0,0.0,0,405,94116.94,232.39,5.0,5.0,5.0,1,2681,429982.91,160.38,False,False,False,Other
32,SAN LEANDRO CIVIC CENTER STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,601.0,37.728481,-122.158841,"830 E 14th St #1, San Leandro, CA 94577, USA",San Leandro,CA,Alameda County,94577,0.0,0.0,0.0,0,209,33819.01,161.81,0.0,0.0,0.0,0,730,109093.92,149.44,4.0,1.0,1.62,13,2284,373191.8,163.39,False,False,False,Other
33,SAN LEANDRO TRANSIT CENTER STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1440.0,37.72178,-122.16074,"San Leandro, 1401 San Leandro Blvd, San Leandro, CA 94577, USA",San Leandro,CA,Alameda County,94577,4.0,1.0,2.5,2,25,19441.05,777.64,4.0,1.0,1.83,6,330,91379.73,276.91,4.0,1.0,1.58,12,2518,412519.68,163.83,False,False,False,Other
34,SEMINARY STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,1144.0,37.7655074,-122.200341,"Seminary, Oakland, CA 94621, USA",Oakland,CA,Alameda County,94621,1.0,1.0,1.0,1,217,45254.65,208.55,0.0,0.0,0.0,0,830,118931.64,143.29,2.0,2.0,2.0,1,2842,494698.73,174.07,False,False,False,Other
35,WB CITY CENTER STATION,Bus Rapid Transit,Alameda-Contra Costa Transit District (AC Transit),AC Transit Tempo,Simple At-Grade Platform Station,2020.0,712.0,37.8043514,-122.2711639,"299 Frank H. Ogawa Plaza, Oakland, CA 94612, USA",Oakland,CA,Alameda County,94612,40.0,2.0,10.16,31,57,56162.87,985.31,33.0,1.0,5.95,111,170,164341.17,966.71,39.0,1.0,5.36,214,802,485796.62,605.73,True,False,False,Other
40,FORT LAUDERDALE STATION,Commuter Rail,All Aboard Florida (AAF),Brightline,Exclusive Platform Station,2018.0,11700.0,26.123835,-80.14562,"Brightline Fort Lauderdale Station, 101 NW 2nd Ave, Fort Lauderdale, FL 33311, USA",Fort Lauderdale,FL,Broward County,33311,2.0,2.0,2.0,1,20,15087.69,754.38,2.0,1.0,1.96,26,110,85922.29,781.11,34.0,1.0,8.33,6,414,396896.76,958.69,False,False,False,Other
41,VIRGIN MIAMI CENTRAL STATION,Commuter Rail,All Aboard Florida (AAF),Brightline,Exclusive Platform Station,2018.0,11700.0,25.780043,-80.195725,"101 NW 6th St, Miami, FL 33136, USA",Miami,FL,Miami-Dade County,33136,22.0,12.0,17.0,3,14,64021.25,4572.95,43.0,4.0,14.92,12,49,103699.56,2116.32,67.0,3.0,19.96,45,367,396968.25,1081.66,False,False,False,Other
42,WEST PALM BEACH STATION,Commuter Rail,All Aboard Florida (AAF),Brightline,Exclusive Platform Station,2018.0,11700.0,26.711973,-80.055528,"West Palm Beach, 501 Evernia St, West Palm Beach, FL 33401, USA",West Palm Beach,FL,Palm Beach County,33401,20.0,1.0,7.17,6,40,47098.52,1177.46,21.0,3.0,12.17,6,93,106182.95,1141.75,20.0,1.0,2.91,32,320,379282.13,1185.26,False,True,False,Other
43,BAYAMON  STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,40570.0,18.40034,-66.15378,"BayamÃ³n, BayamÃ³n, 00961, Puerto Rico",Bayamon,PR,Municipality of Bayamon,961,0.0,0.0,0.0,0,50,19034.68,380.69,0.0,0.0,0.0,0,245,84408.83,344.53,0.0,0.0,0.0,0,621,266264.21,428.77,False,False,False,Other
44,CENTRO MEDICO STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,At-Grade Fixed Guideway Station,2003.0,13400.0,18.39149,-66.0749,"Medical Center, San Juan, 00921, Puerto Rico",San Juan,PR,Municipality of San Juan,921,0.0,0.0,0.0,0,23,29928.5,1301.24,0.0,0.0,0.0,0,127,56534.07,445.15,4.0,3.0,3.5,2,978,326225.63,333.56,False,False,False,Other
45,CUPEY STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2004.0,47200.0,18.39053,-66.06313,"Cupey, Cll Bori, San Juan, 00927, Puerto Rico",San Juan,PR,Municipality of San Juan,927,0.0,0.0,0.0,0,20,13496.86,674.84,0.0,0.0,0.0,0,126,66228.68,525.62,5.0,2.0,3.5,4,785,291539.86,371.39,False,False,False,Other
46,DEPORTIVO STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,26340.0,18.39426,-66.14933,"Deportivo, BayamÃ³n, 00959, Puerto Rico",Bayamon,PR,Municipality of Bayamon,959,0.0,0.0,0.0,0,50,29275.73,585.51,0.0,0.0,0.0,0,264,116743.26,442.21,1.0,1.0,1.0,3,1365,371727.88,272.33,False,False,False,Other
47,DOMENECH STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,37880.0,18.41574,-66.05651,"Domenech, San Juan, 00918, Puerto Rico",San Juan,PR,Municipality of San Juan,918,0.0,0.0,0.0,0,93,38866.06,417.91,5.0,1.0,2.5,4,503,115394.13,229.41,16.0,1.0,5.2,10,2188,503014.01,229.9,False,False,False,Donut
48,HATO REY STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,37600.0,18.42946,-66.06024,"Hato Rey, San Juan, 00918, Puerto Rico",San Juan,PR,Municipality of San Juan,918,1.0,1.0,1.0,1,13,13277.01,1021.31,16.0,4.0,10.0,2,195,106932.14,548.37,27.0,2.0,13.54,13,1465,372432.3,254.22,False,False,False,Donut
49,JARDINES STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,At-Grade Fixed Guideway Station,2003.0,18600.0,18.39392,-66.12836,"Jardines, BayamÃ³n, 00959, Puerto Rico",Bayamon,PR,Municipality of Bayamon,959,0.0,0.0,0.0,0,143,30003.41,209.81,0.0,0.0,0.0,1,411,76405.3,185.9,0.0,0.0,0.0,0,1357,284241.65,209.46,False,False,False,Other
50,LAS LOMAS STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,24675.0,18.39082,-66.09392,"Las Lomas, San Juan, 00921, Puerto Rico",San Juan,PR,Municipality of San Juan,921,0.0,0.0,0.0,0,113,25907.47,229.27,0.0,0.0,0.0,0,649,115317.41,177.68,0.0,0.0,0.0,0,2097,437971.78,208.86,False,False,False,Other
51,MARTAÃ‚Â­NEZ NADAL STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,At-Grade Fixed Guideway Station,2002.0,28285.0,18.3911,-66.10163,"Martinez Nadal, San Juan, 00921, Puerto Rico",San Juan,PR,Municipality of San Juan,921,0.0,0.0,0.0,0,22,5055.68,229.8,0.0,0.0,0.0,0,249,61870.94,248.48,9.0,1.0,3.5,6,1713,407442.39,237.85,False,False,False,Other
52,PIAERO STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,23700.0,18.41089,-66.05542,"PiÃ±ero, San Juan, 00918, Puerto Rico",San Juan,PR,Municipality of San Juan,918,7.0,7.0,7.0,1,63,33342.4,529.24,16.0,3.0,9.5,2,239,86690.7,362.72,20.0,2.0,9.6,5,1767,434332.21,245.8,False,False,False,Donut
53,RIO PIEDRAS STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Underground Fixed Guideway Station,2003.0,111200.0,18.399058,-66.05239,"9WXW+9WF, Av. Juan Ponce de Leon, San Juan, 00925, Puerto Rico",San Juan,PR,Municipality of San Juan,925,4.0,1.0,2.41,46,200,56873.76,284.37,5.0,1.0,2.28,39,435,107764.82,247.74,5.0,1.0,2.17,47,1605,409604.07,255.21,False,False,False,Other
54,ROOSEVELT STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,39500.0,18.42351,-66.05889,"Roosevelt, 187-199 C. O'Neill, San Juan, 00918, Puerto Rico",San Juan,PR,Municipality of San Juan,918,25.0,25.0,25.0,1,30,32957.61,1098.59,26.0,2.0,12.33,6,245,109721.81,447.84,27.0,1.0,6.52,21,1818,512927.92,282.14,False,False,False,Other
55,SAGRADO CORAZON STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2004.0,48000.0,18.43674,-66.06072,"Sagrado CorazÃ³n, San Juan, 00915, Puerto Rico",San Juan,PR,Municipality of San Juan,915,9.0,2.0,3.38,8,27,16261.83,602.29,5.0,1.0,2.48,65,366,74110.51,202.49,26.0,1.0,2.74,172,1881,352873.77,187.6,True,False,False,Other
56,SAN FRANCISCO STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Elevated Fixed Guideway Station,2003.0,51430.0,18.39075,-66.08291,"San Francisco,  San Juan, 00921, Puerto Rico",San Juan,PR,Municipality of San Juan,921,0.0,0.0,0.0,0,10,12623.75,1262.37,0.0,0.0,0.0,0,178,111983.43,629.12,0.0,0.0,0.0,0,1394,354275.06,254.14,False,False,False,Other
57,TORRIMAR STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,At-Grade Fixed Guideway Station,2002.0,25190.0,18.39164,-66.11823,"Ave. Ramirez de Arellano Torrimar Shopping Center, Local #12, Guaynabo, 00966, Puerto Rico",Guaynabo,PR,Municipality of Guaynabo,966,0.0,0.0,0.0,0,105,33401.94,318.11,0.0,0.0,0.0,0,459,104534.65,227.74,0.0,0.0,0.0,0,1509,362802.69,240.43,False,False,False,Other
58,UNIVERSIDAD STATION,Heavy Rail,Alternativa de Transporte Integrado (ATI),Tren Urbano,Underground Fixed Guideway Station,2003.0,90000.0,18.404868,-66.051826,"CW3X+H5V, Urban Train Railroad Line, San Juan, 00925, Puerto Rico",San Juan,PR,Municipality of San Juan,925,5.0,5.0,5.0,1,34,23664.1,696.0,5.0,2.0,2.8,15,228,71864.28,315.19,20.0,1.0,2.52,85,1252,434106.63,346.73,False,False,False,Other
59,12TH ST. OAKLAND CITY CENTER  STATION,Heavy Rail,Bay Area Rapid Transit (BART),"Red Line, Orange Line, Yellow Line",Underground Fixed Guideway Station,1972.0,103200.0,37.803093,-122.271655,"1212 Broadway, Oakland, CA 94612, USA",Oakland,CA,Alameda County,94612,40.0,1.0,10.5,34,53,55325.54,1043.88,21.0,1.0,5.43,79,173,160149.37,925.72,39.0,1.0,5.11,245,851,482221.86,566.65,True,False,False,Other
60,16TH ST. MISSION  STATION,Heavy Rail,Bay Area Rapid Transit (BART),"Blue Line, Green Line, Red Line, Yellow Line",Underground Fixed Guideway Station,1973.0,88700.0,37.765228,-122.419478,"16th St Mission, Qa, 2000 Mission St, San Francisco, CA 94110, USA",San Francisco,CA,San Francisco County,94110,4.0,1.0,2.4,5,165,59228.72,358.96,8.0,2.0,3.34,29,564,187123.45,331.78,9.0,1.0,3.2,49,2083,660623.15,317.15,False,False,False,Other
61,19TH ST. OAKLAND  STATION,Heavy Rail,Bay Area Rapid Transit (BART),"Red Line, Orange Line, Yellow Line",Underground Fixed Guideway Station,1972.0,101700.0,37.80763,-122.268869,"1776 Broadway, Oakland, CA 94612, USA",Oakland,CA,Alameda County,94612,39.0,1.0,5.21,62,77,58583.37,760.82,27.0,1.0,7.09,65,149,148368.53,995.76,40.0,1.0,6.58,226,732,509880.74,696.56,True,False,False,Other
